GENE	Control1SE	Control2SE	Nitrate1SE	Nitrate2SE
AT5G08530	321	501	276	220
AT2G36200	4	4	3	3
AT1G34580	0	0	0	0
AT5G13970	12	20	12	4
AT1G02050	3	13	7	5
AT1G66500	20	7	9	3
AT5G56200	9	5	5	0
AT5G24830	3	6	5	7
AT3G44444	0	0	0	0
AT4G09110	1	2	3	0
ATCG00590	1	0	1	0
AT3G15115	6	7	5	3
AT5G24530	42	69	29	19
AT1G04030	51	45	32	25
AT5G13360	17	18	7	4
AT3G33530	58	47	23	29
ATMG01275	0	0	0	0
AT4G03070	2	4	1	0
AT3G18210	8	10	11	5
AT3G01410	4	6	6	1
AT5G01230	5	5	2	0
AT5G63080	4	11	4	2
AT1G29370	3	14	8	4
AT5G10710	7	13	7	10
AT2G33920	0	0	0	1
AT3G05720	0	0	0	0
AT3G05320	6	10	8	2
AT2G21090	10	10	9	5
AT4G30500	2	9	3	4
AT5G48070	17	14	18	22
AT3G11435	0	0	0	0
AT3G23850	0	0	0	0
AT2G34140	2	8	7	13
AT1G18880	75	105	51	38
AT5G61570	7	10	6	4
AT1G50740	11	12	4	5
AT5G58780	4	8	6	4
AT2G05642	0	0	0	0
AT3G47110	3	6	1	1
AT3G31350	0	0	0	0
AT3G11430	39	49	38	31
AT3G56210	10	6	11	5
AT2G45450	1	1	0	0
AT2G26695	1	0	0	1
AT1G02580	0	0	0	1
AT5G03540	46	43	38	28
AT1G58220	13	23	10	8
AT3G04290	0	1	0	1
AT1G07350	29	53	21	36
AT5G63960	6	9	5	3
AT5G57810	0	0	1	0
AT5G08040	44	46	33	32
AT4G20340	9	5	16	5
AT4G39340	0	2	3	0
AT4G33330	11	16	7	9
AT5G49900	17	10	5	11
AT3G11150	0	0	0	1
AT3G03540	0	0	0	0
AT1G06950	37	57	41	41
AT4G14250	0	0	0	0
AT4G17050	3	9	6	6
AT3G09940	48	65	26	42
AT4G23635	0	0	1	1
AT3G51860	21	20	14	9
AT5G65609	0	1	2	0
AT5G02320	4	6	3	5
AT4G09840	3	2	3	1
AT5G11425	0	1	0	0
AT1G19200	1	1	0	1
AT5G11030	8	14	10	10
AT2G03880	2	1	1	1
AT2G20784	0	0	0	0
AT4G17190	15	19	14	11
AT4G34100	139	181	115	91
AT4G03180	16	23	19	17
AT5G48090	0	1	0	0
AT5G01320	3	9	4	5
AT5G58010	16	14	17	6
AT5G57870	221	359	196	226
AT5G37475	16	29	14	15
AT3G27700	29	32	29	19
AT4G09490	1	1	1	0
AT1G52140	11	21	14	16
AT1G18550	0	4	1	2
AT5G53010	5	13	9	7
AT4G08460	57	93	64	65
AT3G60120	0	0	0	0
AT1G77510	27	42	17	19
AT4G35870	9	22	9	13
AT4G29440	12	16	8	7
AT1G52430	0	0	2	0
AT5G41240	5	4	9	3
AT2G37790	9	14	5	9
AT1G15950	206	275	153	125
AT5G55970	19	10	6	5
AT5G43670	16	25	18	15
AT4G26160	2	9	1	0
AT3G23260	0	0	0	0
AT2G45760	2	1	11	5
ATMG01120	29	51	24	29
AT5G08350	5	8	4	8
AT1G67850	7	5	5	3
AT4G10630	5	7	6	6
AT1G69620	219	261	219	144
AT4G33870	0	0	0	1
AT5G49070	0	1	1	0
AT4G04640	5	5	2	1
AT3G43860	0	0	0	0
AT1G57860	40	56	44	32
AT4G24230	19	23	23	10
AT1G63160	4	7	4	3
AT1G71050	1	0	0	0
AT5G22310	12	9	9	6
AT2G03932	0	0	0	0
AT1G28510	7	9	11	12
AT5G36925	0	0	1	0
AT3G43880	0	0	0	0
AT2G32910	30	29	16	15
AT2G34160	18	20	17	12
AT3G09020	8	9	6	3
AT1G48240	5	9	7	8
AT4G34150	19	16	6	11
AT5G58390	1	0	0	0
AT5G33355	0	0	0	0
AT1G71140	4	4	4	1
AT5G43600	24	18	9	13
AT3G48195	24	23	22	10
AT2G29040	0	0	0	0
AT3G51960	2	11	6	2
AT4G16580	15	13	10	8
AT2G05810	26	47	37	16
AT1G66960	1	1	0	0
AT2G30750	2	3	4	1
AT4G11393	0	0	0	0
AT3G09520	0	1	1	1
AT2G37010	0	0	0	0
AT1G36370	22	19	26	19
AT5G42180	42	26	27	27
AT5G43610	0	0	0	0
AT3G25540	13	19	13	17
AT2G26820	34	58	108	72
AT3G23590	32	30	14	17
AT1G58242	0	0	0	0
AT2G24340	0	0	0	0
AT1G63370	0	0	0	1
AT1G56110	128	179	170	97
AT1G14510	48	58	48	46
AT2G28880	6	7	8	1
AT4G18910	17	23	10	13
AT2G21490	0	0	0	0
AT4G01320	25	37	21	20
AT4G15310	5	2	2	0
AT1G19010	4	7	2	3
AT1G54250	1	1	0	3
AT1G55170	15	12	6	8
AT1G70230	26	36	23	19
AT1G52830	0	0	1	0
AT2G24700	0	0	1	0
AT5G60940	7	10	3	0
AT1G45015	4	2	1	3
AT5G56990	1	0	1	0
AT1G23160	0	0	0	0
AT1G67510	14	12	13	10
AT2G21280	5	7	1	2
AT1G08230	2	6	1	2
AT5G60960	46	85	79	48
AT3G42180	2	3	5	5
AT4G33250	52	61	44	39
AT1G67780	3	2	5	0
AT5G19260	9	12	33	29
AT3G27720	0	0	0	0
AT3G21510	58	51	26	25
AT2G01290	2	3	4	4
AT5G65230	3	1	0	1
AT5G18100	8	8	1	5
AT2G12935	0	0	0	0
AT5G64880	7	12	9	9
AT3G13710	11	14	15	2
AT4G37040	3	5	5	3
AT5G17240	12	6	6	0
AT2G03500	3	6	2	6
AT3G01880	0	0	0	0
AT2G23149	0	0	0	0
AT4G38060	49	38	27	10
AT1G11030	4	1	5	0
AT4G05440	8	8	5	7
AT3G50050	6	3	4	1
AT1G04280	65	72	67	47
AT3G08960	14	24	12	13
AT4G26950	1	2	0	0
AT5G64840	55	60	53	34
AT5G57650	0	0	0	1
AT5G16300	57	76	59	37
AT1G55020	205	276	159	87
AT4G16260	21	23	8	15
AT4G38570	6	7	5	2
AT3G24310	8	4	3	2
AT4G04490	1	4	1	1
AT3G20898	6	4	2	2
AT1G70645	0	0	0	0
AT3G24516	0	0	0	0
AT4G04601	0	0	0	0
AT2G03937	0	0	0	0
AT4G26400	16	30	18	13
AT4G23510	19	9	10	2
AT3G26934	0	0	0	0
AT1G48970	8	10	8	11
AT5G53070	7	8	8	11
AT3G59980	28	31	17	20
AT5G07130	13	16	2	4
AT2G15760	10	11	8	3
ATCG01020	4	15	7	7
AT5G53905	51	65	102	33
AT4G27170	0	0	1	1
AT2G37660	4	2	0	1
AT4G33120	2	1	1	0
AT2G36160	183	255	159	149
AT3G22430	3	5	4	4
AT1G79420	11	8	2	4
AT2G24800	0	0	0	0
AT4G19590	0	3	0	0
AT5G48595	0	0	0	0
AT5G65980	4	7	20	30
AT2G20450	56	94	109	64
AT5G39645	0	0	0	0
AT4G39390	16	28	12	7
AT3G15530	38	55	26	25
AT5G46530	0	0	0	0
AT3G55750	69	90	57	45
AT1G70350	5	7	4	4
AT4G26810	0	2	3	1
AT1G35375	0	0	0	0
AT5G57785	6	8	2	8
AT1G28306	0	0	0	0
AT1G12450	7	5	2	3
AT2G35780	12	11	6	2
AT2G31020	40	19	28	16
AT2G27775	5	2	5	1
AT5G41590	3	2	3	0
AT3G60860	65	94	40	39
AT3G47348	7	3	4	4
AT1G57660	141	163	121	89
AT1G19086	0	0	0	0
AT5G40950	12	16	13	8
AT1G05870	29	30	20	13
AT3G05020	12	28	14	9
AT3G02920	3	3	3	1
AT1G07540	0	0	0	0
AT2G36740	13	9	14	9
AT5G20410	6	7	4	7
AT2G38130	19	30	20	21
AT3G14550	1	1	1	0
AT2G34650	5	10	3	3
AT3G33293	0	0	0	0
AT1G78820	0	0	0	0
ATCG00470	22	31	40	29
AT2G27570	0	0	0	0
AT1G03790	1	1	0	0
AT5G37570	3	2	3	1
AT4G14455	12	8	14	3
AT2G35020	13	18	12	7
AT2G16535	0	0	0	0
AT5G18410	17	28	9	8
AT4G18920	0	0	0	0
AT3G51150	2	3	1	2
AT3G46620	146	100	104	54
AT5G22460	0	0	0	0
AT5G56760	172	194	152	104
AT3G49570	2	1	4	3
AT2G31670	27	46	35	40
AT5G07690	0	0	0	0
AT3G62770	27	27	21	12
AT5G66631	3	0	0	1
AT5G05120	0	0	0	0
AT3G05270	16	19	15	7
AT2G18880	2	2	2	0
AT5G20730	26	45	36	20
AT1G02220	37	31	29	18
AT1G74420	0	4	1	0
AT1G68700	5	10	3	4
AT3G57760	0	2	0	0
AT1G64820	2	1	1	0
AT5G65800	1	0	0	0
AT5G41670	171	434	3730	3870
AT4G13610	0	0	0	0
AT1G56680	28	20	5	9
AT5G07760	2	1	1	0
AT3G10330	12	30	15	13
AT2G16400	16	17	11	8
AT5G57780	0	4	1	1
AT5G58190	12	17	11	12
AT4G28760	28	33	17	9
AT4G24890	0	0	0	0
AT2G43880	1	2	0	2
AT1G22140	9	18	4	7
AT1G75210	9	13	7	10
AT1G30330	19	40	16	21
AT1G77200	0	0	0	1
AT1G30360	84	100	46	46
AT5G66030	33	37	30	17
AT1G75280	13	19	10	8
AT5G23395	4	6	7	2
AT3G23810	491	581	200	147
AT5G49100	23	31	30	33
AT3G49190	6	10	3	3
AT1G18200	3	7	3	2
AT3G44300	59	95	37	51
AT1G55680	57	91	39	46
AT3G26290	38	33	19	21
AT1G34000	18	17	16	14
AT1G04410	750	972	987	775
AT3G12080	15	16	8	5
AT2G19260	2	3	6	3
AT5G46920	11	17	20	7
AT4G32070	92	114	112	67
AT5G30520	0	0	0	0
AT3G19490	13	17	5	6
ATMG00960	0	0	0	1
AT2G02220	52	57	47	25
AT2G14820	8	16	13	8
AT1G03570	6	3	2	3
AT5G15845	1	3	3	4
AT3G04420	27	41	10	9
AT5G05700	22	28	23	11
AT5G66740	1	0	0	0
AT3G18170	74	90	77	39
AT3G02470	779	1051	730	812
AT1G21650	5	1	2	2
AT5G60810	1	0	1	0
AT3G18050	3	4	5	7
AT5G46440	0	0	2	1
AT5G43860	2	3	1	0
AT3G26616	0	0	0	0
AT1G28520	49	45	14	19
AT1G14048	0	0	0	0
AT3G51370	118	152	86	75
AT2G22110	0	0	0	0
AT3G63052	9	18	11	2
AT3G29633	0	0	0	0
AT5G19600	0	3	9	8
AT3G11470	1	2	1	3
AT3G53990	95	133	74	62
AT3G13210	0	0	1	0
AT3G61118	0	0	0	0
AT2G42130	10	15	8	4
AT4G26980	10	6	12	24
AT3G24890	1	1	1	1
AT4G12500	5	6	3	3
AT3G61090	0	0	0	0
AT1G05220	0	4	2	2
AT2G23130	0	2	1	0
AT1G52185	0	0	0	0
AT3G24070	31	33	36	25
AT5G39960	6	7	11	4
AT1G63245	2	2	0	1
AT4G30460	34	62	28	30
AT1G66180	147	186	128	117
AT2G16940	52	98	79	53
AT1G07790	12	21	14	18
AT4G35165	0	1	0	0
AT2G21030	0	0	0	0
AT5G36940	17	18	15	13
AT4G24470	26	28	22	9
AT3G13610	259	315	142	114
AT2G22310	4	5	4	3
AT2G22821	0	2	0	0
AT3G10120	11	7	6	2
AT2G32300	8	18	6	8
AT1G07720	9	6	5	1
AT3G20580	0	0	0	0
AT5G05282	0	0	0	0
AT1G16420	1	1	2	3
AT3G54680	8	13	9	10
AT5G53040	0	0	0	0
AT3G50960	9	20	5	4
AT3G45190	93	108	98	56
AT2G02630	17	18	6	8
AT3G44340	51	66	33	24
AT2G14000	0	0	0	0
AT2G31082	0	0	0	0
AT1G72740	10	10	7	7
AT1G05060	7	6	3	7
AT5G50810	37	36	29	27
AT5G52930	0	0	0	0
AT3G60790	0	0	0	0
AT3G06540	25	25	14	12
AT1G55960	13	21	17	13
AT1G32060	1	0	3	4
AT1G77700	6	4	1	0
AT1G75510	28	34	22	16
AT2G46572	1	0	1	1
AT3G43340	0	0	1	0
AT1G54090	49	41	42	25
AT1G26520	5	5	1	4
AT3G27210	21	16	32	16
AT4G21930	0	0	1	0
AT1G15240	19	38	10	16
AT1G07980	16	13	9	2
AT1G01740	3	5	0	0
AT5G25350	251	365	153	142
AT2G03830	1	1	0	0
AT3G16670	1	0	0	0
AT2G04622	0	0	0	0
AT5G28000	1	0	1	0
AT1G53090	13	10	9	5
AT5G16235	11	7	5	7
AT4G05180	2	4	2	1
AT3G52350	0	0	0	0
ATMG00660	13	22	3	11
AT4G39404	3	2	1	1
AT3G53030	7	23	12	12
AT2G01990	0	2	1	1
AT3G17380	2	4	5	2
AT2G36750	1	2	0	2
AT5G48460	3	2	1	1
AT3G23380	0	0	0	0
AT1G08540	5	6	4	3
AT1G12460	2	3	2	3
AT4G09770	8	11	6	3
AT5G23600	8	9	3	9
AT1G06250	2	1	0	0
AT1G52827	1	1	0	0
AT3G20810	5	3	3	4
AT5G59270	2	0	1	0
AT5G35470	0	0	0	0
AT1G49590	11	20	15	14
AT5G27860	21	37	25	23
AT1G78420	37	46	32	23
AT1G08465	0	0	0	0
AT5G48150	69	97	64	67
AT5G15350	51	82	42	46
AT2G40720	0	2	2	1
AT1G32970	0	0	0	0
AT4G29770	0	0	0	0
AT5G41850	3	2	3	2
AT5G38900	10	11	7	6
AT3G07440	7	10	5	2
AT2G39010	6	10	13	6
AT4G22110	39	42	16	16
AT4G20810	0	0	0	0
AT5G49250	0	0	0	0
AT5G55750	0	0	0	0
AT4G04955	54	65	21	19
AT2G27380	0	0	0	0
AT4G20860	89	92	91	65
AT3G47580	2	0	0	0
AT1G28815	3	3	5	1
AT4G09300	1	0	3	1
AT4G14504	0	0	0	0
AT3G23640	59	82	39	34
AT1G01260	29	25	20	14
AT5G28190	0	0	0	0
AT5G15570	13	16	12	12
AT4G34870	731	889	954	717
AT3G54730	0	0	0	0
AT2G33000	0	1	0	0
AT5G26840	0	0	0	0
AT4G35480	3	1	2	1
AT4G31800	5	6	6	5
AT1G16730	0	0	0	1
AT3G08870	0	0	1	0
AT3G53120	11	9	9	6
AT3G52930	1124	2014	3788	4083
AT3G01085	0	0	0	0
AT5G06755	1	0	0	0
AT3G19780	9	13	8	5
AT3G14330	1	4	2	2
AT1G08700	17	40	20	35
AT4G24620	116	180	365	347
AT1G66590	2	2	3	2
AT1G09550	0	0	0	0
AT5G19690	60	85	45	52
AT5G45520	0	0	0	0
AT5G29210	0	0	0	0
AT1G16370	5	4	2	2
AT3G43890	4	5	11	2
AT3G06740	4	11	12	6
AT1G80730	7	10	9	4
AT5G13600	0	0	0	0
AT5G16850	2	1	0	1
AT5G33300	4	2	4	1
AT2G37370	0	1	2	1
AT1G11420	1	4	5	1
AT5G60230	3	3	2	0
AT1G61210	30	24	14	13
AT1G65830	0	1	2	0
AT4G24090	3	2	1	0
AT1G57980	4	6	5	2
AT3G17450	17	29	16	16
AT2G06908	0	0	0	0
AT3G03050	77	139	67	63
AT3G43900	0	0	0	0
AT4G27650	7	16	7	8
AT2G15580	10	17	9	13
AT5G15970	50	69	40	61
AT4G38030	0	0	1	0
AT4G10850	0	0	0	0
AT5G40870	7	13	3	3
AT5G35110	3	2	1	1
AT3G12587	2	5	0	4
AT3G07170	19	25	16	9
AT3G04970	3	8	4	2
AT1G15140	11	11	9	9
AT1G04810	43	94	28	67
AT4G27390	1	2	1	2
AT2G13430	0	0	0	0
AT1G67070	0	2	1	0
AT1G53270	7	13	4	3
AT2G01320	3	5	2	2
AT5G42420	30	36	17	32
AT2G37610	0	0	1	1
AT5G64401	0	1	0	0
AT3G14470	13	9	7	7
AT1G04550	26	31	25	18
AT2G42350	30	27	44	29
AT2G28710	3	5	4	5
AT3G12240	5	5	1	3
AT5G52900	2	2	2	0
AT3G54260	15	24	16	9
AT2G24740	0	1	0	0
AT2G17350	18	34	38	18
AT1G27450	145	218	141	105
AT3G27360	22	27	13	8
AT1G33055	14	34	18	35
AT1G15450	0	2	2	0
AT4G10140	5	10	3	5
AT4G01700	27	46	22	16
AT4G02120	13	23	54	20
AT1G69400	1	0	3	0
AT4G23150	0	0	0	0
AT5G10860	170	217	205	179
AT5G07680	6	8	16	11
AT3G27480	1	3	2	1
AT4G40040	391	479	286	270
AT2G43795	0	0	0	0
AT1G56000	2	1	3	0
AT3G19030	12	16	40	52
AT2G38325	0	0	0	0
AT1G42540	12	12	5	4
AT5G65400	0	1	2	1
AT4G10040	22	30	26	39
AT1G08100	2	7	67	68
AT3G46650	4	1	3	2
AT1G29465	3	9	1	4
AT3G04720	45	67	27	36
AT1G75960	2	2	1	0
AT2G33260	2	2	0	0
AT1G63420	15	6	6	5
AT1G29470	203	271	197	113
AT5G53510	0	0	0	0
AT2G40070	12	33	16	14
AT2G07674	1	1	0	0
AT4G19645	0	0	2	0
AT4G12005	0	0	0	0
AT3G18900	0	0	2	0
AT1G48310	7	10	9	4
AT5G22380	0	1	1	0
AT1G32930	5	3	1	0
AT4G04885	16	18	10	20
AT4G23520	0	0	0	0
AT4G36090	18	19	18	13
AT2G40380	16	12	18	11
AT1G63880	3	5	10	5
AT3G43540	5	1	4	1
AT1G04630	28	41	29	23
AT4G30060	14	22	8	11
AT1G27150	24	25	11	13
AT3G43270	11	5	3	5
AT2G46110	0	4	2	2
AT5G26692	0	0	0	0
AT4G31075	4	11	11	4
AT3G11170	6	6	6	5
AT2G46660	1	0	0	1
AT1G79110	12	14	20	10
AT3G26815	0	0	0	0
AT2G39720	50	48	55	32
AT5G52000	0	0	0	0
AT1G68490	25	39	59	34
AT3G15578	0	0	0	0
AT4G24500	2	6	4	4
AT1G06040	169	175	179	97
AT3G23190	64	70	63	62
AT1G18970	20	18	15	3
AT3G23130	0	0	0	0
AT3G10340	40	51	28	11
AT5G58787	15	17	13	10
AT5G52830	11	13	22	19
AT5G11110	98	106	49	36
AT1G72430	34	28	28	19
AT4G31460	21	27	15	12
AT1G03040	66	69	46	37
AT5G40847	0	0	0	0
AT4G16970	1	2	0	0
AT5G59190	0	0	0	0
AT3G01690	61	85	56	32
AT2G44195	0	1	1	0
AT2G47844	0	0	0	0
AT1G28250	10	11	8	7
AT5G49630	24	59	17	17
AT1G10530	0	5	7	3
AT2G25830	5	6	1	3
AT3G01460	48	35	38	35
AT3G44280	6	8	12	5
AT4G01280	13	13	11	8
AT3G58430	2	0	0	0
AT2G39435	11	18	7	8
AT5G56850	2	0	0	0
AT1G24090	6	13	7	7
AT1G09640	314	451	311	277
AT5G54970	5	1	9	4
AT3G60220	2	3	2	1
AT2G03240	44	38	56	37
AT1G14080	20	34	15	13
AT1G44542	0	0	0	0
AT1G49350	3	7	4	6
AT1G45246	0	0	1	0
AT3G62220	18	15	12	21
AT1G47240	20	24	10	15
AT3G48410	6	9	3	4
AT2G04378	11	17	10	10
AT3G28850	22	33	23	11
AT5G46610	0	0	0	0
AT4G23070	1	0	0	0
AT2G31210	0	0	0	0
AT5G60340	51	74	41	47
AT1G28430	0	0	0	0
AT1G12190	0	0	0	0
AT2G47880	0	0	0	0
AT2G07560	0	0	0	0
AT1G66610	0	0	0	0
AT5G46930	0	0	0	0
AT2G28140	3	2	0	0
AT3G17150	0	0	0	0
AT1G16022	1	3	0	2
AT3G58290	0	0	0	0
AT5G64380	0	1	0	0
AT1G13370	0	1	0	0
AT5G37480	24	12	13	8
AT1G21370	28	31	32	11
AT4G16070	28	23	21	9
AT1G21590	19	14	9	14
AT4G14430	60	42	40	28
AT4G37450	6	4	3	1
AT2G18320	0	0	0	0
AT1G50390	0	2	1	1
AT5G08550	19	33	17	21
AT3G18620	7	5	9	2
AT4G37560	1	1	0	0
AT1G60870	21	35	21	10
AT3G03560	19	17	16	13
AT1G69870	9	13	5	4
AT1G18610	3	7	3	2
AT2G02080	2	4	4	4
AT5G04290	75	89	99	48
AT4G31780	10	14	10	7
AT4G37225	0	1	0	0
AT1G13890	0	0	0	0
AT1G24260	0	0	0	0
AT2G39910	4	3	4	1
AT3G15358	0	1	0	1
AT3G09310	2	4	4	2
AT5G56320	10	17	15	10
AT2G39090	4	11	7	7
AT2G35620	13	24	11	6
AT1G64140	156	212	251	204
AT3G10110	1	3	2	1
AT2G23670	4	5	8	4
AT3G26500	20	18	11	9
AT1G02290	4	2	5	2
AT1G26740	13	15	12	7
AT1G20460	2	1	4	2
AT5G41180	16	13	11	9
AT4G39560	8	8	3	2
AT4G06598	7	6	4	1
AT3G13760	12	22	5	7
AT1G11500	0	1	0	0
AT5G11910	11	5	2	6
AT3G62690	14	13	7	2
AT3G50620	7	10	5	3
AT1G75040	0	0	0	0
AT1G07985	1	0	4	3
AT4G32970	3	4	5	4
AT5G66390	37	42	28	13
AT2G17190	31	57	30	30
AT4G39985	0	3	0	0
AT4G12050	39	63	40	22
AT3G11680	0	0	0	0
AT2G15400	1	1	1	0
AT5G38050	3	2	2	0
AT1G15510	5	3	3	0
AT1G07040	7	12	8	7
AT1G71170	45	72	37	34
AT1G63470	5	10	1	2
AT1G13640	45	68	57	34
AT3G29230	3	5	5	3
AT2G43330	29	17	13	7
AT1G35516	47	55	45	31
AT3G52610	17	34	18	10
AT5G43990	2	7	3	4
AT5G57330	20	28	9	14
AT4G16210	35	40	26	19
AT4G09930	0	0	0	0
AT5G52680	1	1	0	0
AT5G36250	11	18	10	7
AT3G48720	0	0	0	0
AT1G22210	0	0	0	0
AT4G33030	9	18	9	3
AT2G11623	0	0	0	0
AT5G38220	8	12	7	5
AT1G33230	36	41	44	16
AT5G42650	56	42	49	32
AT4G16650	13	22	17	14
AT5G28920	17	22	8	17
AT5G01850	14	19	10	8
AT1G13850	0	0	0	0
AT1G18050	0	0	0	0
AT2G43370	3	10	6	5
AT5G46870	6	12	1	0
AT5G47830	5	7	12	7
AT2G04230	1	0	2	0
AT3G18660	0	0	0	0
AT2G37650	16	17	11	9
AT5G27807	0	0	0	0
AT1G79340	215	239	166	108
AT5G53410	0	0	0	0
AT2G31141	5	7	9	1
AT1G57680	68	82	60	64
AT4G13885	0	0	3	0
AT2G18970	3	4	2	1
AT5G01730	3	5	3	2
AT1G55110	6	9	7	6
AT4G08685	11	17	6	12
AT3G58100	5	6	3	4
AT3G22060	4	5	3	2
AT3G10915	8	15	9	10
AT4G36988	334	380	302	157
AT1G67775	0	0	0	0
AT4G10115	0	0	0	0
AT3G62360	59	83	29	38
AT5G09585	12	15	13	10
AT5G10200	31	43	60	40
AT3G29570	0	0	0	0
AT4G05020	122	203	88	76
AT2G30380	2	0	0	0
AT3G62980	88	129	59	76
AT1G64550	88	70	69	34
AT5G41265	5	4	3	0
AT5G02660	1	0	0	0
AT4G01671	0	0	0	0
AT1G68710	49	43	23	16
AT3G49100	9	16	16	12
AT5G48775	5	2	1	2
AT5G25310	1	1	0	0
AT1G79270	114	116	93	68
AT3G28770	0	0	0	0
AT3G17320	0	0	0	0
AT5G37370	31	49	29	29
AT1G67310	43	60	23	16
AT1G65610	31	59	9	16
AT1G53880	0	1	0	1
AT4G37370	5	13	13	12
AT1G64380	1	1	0	0
AT3G61280	0	3	0	0
AT1G27920	6	3	4	1
AT3G01750	4	6	4	2
AT1G07220	7	9	4	5
AT1G14130	6	22	15	8
AT2G34440	0	0	1	0
AT1G55040	12	21	15	10
AT1G35630	0	0	0	0
AT3G44115	0	0	0	0
AT1G53860	3	0	1	1
AT3G26710	5	2	7	7
AT1G71010	152	197	163	112
AT5G24313	1	3	5	2
AT5G37220	0	0	0	0
AT1G56240	0	0	1	0
AT5G63460	10	19	7	10
AT4G26790	5	7	8	1
AT2G04870	0	0	0	0
AT2G01905	0	0	0	0
ATMG00060	110	141	97	93
AT5G52150	0	0	0	0
AT2G23347	0	0	0	2
AT1G20630	1	5	2	1
AT3G29360	136	174	76	51
AT2G46430	21	27	28	9
AT1G54217	2	4	1	0
AT4G25692	32	57	34	27
AT1G44920	3	7	3	5
AT3G18070	0	0	0	0
AT1G63970	7	13	1	5
AT1G26945	3	2	0	0
AT1G67870	75	144	47	88
AT1G62850	16	10	10	4
AT1G50520	13	16	19	9
AT5G06270	4	3	1	0
AT2G14288	0	0	0	0
AT1G31500	4	2	1	6
AT1G15820	17	30	15	6
AT1G72690	6	6	3	2
AT1G29030	8	11	5	10
AT3G24800	9	24	10	9
ATCG00630	2	4	1	2
AT5G20930	14	9	9	5
AT2G41460	1	7	3	8
AT1G75160	0	3	1	0
AT5G15220	8	3	7	4
AT3G22810	2	15	0	3
AT3G59330	2	1	2	2
AT4G01970	3	4	6	4
AT1G26090	1	3	6	1
AT4G39140	33	31	14	5
AT4G28280	0	0	0	0
AT1G59660	5	14	3	9
AT4G14050	2	0	1	3
AT3G18960	0	0	1	0
AT5G46790	38	52	26	30
AT5G19040	11	15	7	7
AT5G58360	0	0	0	0
AT1G52460	0	0	0	0
AT4G30760	27	40	28	23
AT3G29636	0	1	0	0
AT3G12810	27	27	20	20
AT2G42500	38	41	34	19
AT2G32240	322	288	300	179
AT1G10720	29	43	33	16
AT5G66840	0	1	2	0
AT5G13520	7	28	14	19
AT4G18480	10	12	11	1
AT3G27080	27	22	21	12
AT5G49400	26	38	35	21
AT4G17695	1	0	0	0
AT4G15415	18	27	15	12
AT4G11653	0	0	0	0
AT5G59720	18	40	47	26
AT4G16360	23	37	14	13
ATMG00160	102	166	52	109
AT3G25585	73	70	41	59
AT1G67670	1	0	0	0
AT4G14750	15	15	8	10
AT2G47650	105	135	76	71
AT1G11410	13	13	4	5
AT3G57260	0	0	0	0
AT5G07730	3	4	4	2
ATCG00290	0	0	1	0
AT5G50530	0	1	0	0
AT5G40420	0	0	0	0
AT4G24810	2	2	3	0
AT1G19025	1	1	1	3
AT1G80050	7	5	5	2
AT3G28920	10	9	12	9
AT3G22590	16	22	26	15
AT1G50320	2	9	5	9
AT3G14930	7	22	19	9
AT1G77330	94	135	77	66
AT1G50090	9	13	10	0
AT5G11590	1	4	2	2
AT4G18197	3	5	0	0
AT4G08530	0	0	0	0
AT3G04765	0	0	0	0
AT4G34330	0	0	1	1
AT1G16650	0	3	3	5
AT3G26250	0	0	1	0
AT5G66300	2	0	1	1
AT3G45690	1	0	0	0
AT3G42473	0	0	0	0
AT5G55740	1	0	0	0
AT5G40550	3	7	4	2
AT5G23380	6	8	3	4
AT4G36520	46	44	40	15
AT4G04910	49	62	34	34
AT5G24470	3	13	8	3
AT1G02410	14	5	12	8
AT3G06778	0	1	0	0
AT1G04420	2	7	3	5
AT5G57370	18	31	19	22
AT4G36210	68	98	67	53
AT4G04030	0	0	0	0
AT3G50480	8	7	7	2
AT3G29791	0	0	0	0
AT1G05190	9	10	2	9
AT1G60660	7	4	4	8
AT1G13950	15	17	13	16
AT2G36970	4	3	0	0
AT5G03740	48	55	57	45
AT4G36060	0	4	0	0
AT5G07280	0	1	0	0
AT1G17460	4	3	2	1
AT1G69545	0	0	2	0
AT3G51240	492	671	296	242
AT5G50950	0	2	3	0
AT1G02110	17	23	11	14
AT2G37630	39	56	36	14
AT1G32990	1	2	0	3
AT5G65900	19	13	7	7
AT1G22380	0	0	0	1
AT3G51330	31	45	37	29
AT3G53830	23	28	35	28
AT5G13845	0	0	0	0
AT4G36080	36	33	23	28
AT4G33860	0	0	0	0
AT4G18815	0	0	0	0
AT5G48465	0	1	0	0
AT1G61300	0	0	0	1
AT5G22830	1	7	5	3
AT1G15440	29	58	42	52
AT2G27790	5	1	1	0
AT2G17420	374	477	352	235
AT3G27845	3	6	6	1
AT2G02250	3	3	3	3
AT5G65440	17	24	14	10
AT1G49650	4	3	6	4
AT5G14970	12	13	11	11
AT4G25870	19	20	26	24
AT2G45590	36	54	35	22
AT2G03180	0	0	0	0
AT2G36485	4	4	3	3
AT1G18850	25	31	33	25
AT3G09630	272	494	280	311
AT1G34150	9	12	13	3
AT1G13320	40	67	34	26
AT3G27990	1	2	3	3
AT1G13820	8	4	3	1
AT1G15880	8	26	8	6
AT3G50830	31	38	12	14
AT2G29410	2	0	1	1
AT1G80810	9	9	9	5
AT1G65310	5	11	9	9
ATCG01060	6	4	4	1
